Id;Species;Accession Name;Origine Continent;Type (Wild/Cultivated);Sowing_Localisation;Replicate_nb (1/2);Plant_nb (1 to 3);Panicle_nb (1 to 3);Rachis_length (RL in cm);Primary Branch Number (PBN);Average of Primary Branch length in cm (PBL);Average of Internode along Primary Branch in cm (PBIL);Secondary Branch Number (SBN);Average of Secondary Branch length in cm (SBL);Average of Internode along secondary Branch in cm  (SBIL);Tertiary Branch Number (TBN);Spikelet Number (SpN)
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;3;1;17.47;14;5.93;1.34;8;0.91;0.63;0;103
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;3;2;20.38;15;6.21;1.46;2;3.01;3.01;0;91
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;3;3;17.84;12;5.26;1.62;2;3.22;0.71;0;86
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;1;1;19.36;15;5.32;1.38;0;0;0;0;94
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;1;2;13.36;10;4.94;1.48;0;0;0;0;68
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;1;3;7.45;6;5.29;1.49;0;0;0;0;29
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;2;1;23.41;16;6.83;1.56;10;0.89;1.11;0;136
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;2;2;20.17;15;6.09;1.44;2;1.14;1.05;0;111
Or48;Or;W1185A-1;Asia;Wild;Montpellier - France;1;2;3;18.95;13;5.19;1.58;1;0.88;0.81;0;81
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;1;1;1;11.75;9;12.44;1.47;30;2.7;0.23;0;166
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;1;1;2;11.67;9;12.2;1.46;30;2.25;0.3;0;157
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;1;1;3;13.91;11;11.96;1.39;41;2.28;0.18;0;192
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;1;2;1;13.34;11;13.4;1.33;38;2.73;0.34;0;210
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;1;2;2;12.94;14;10.79;0.99;25;1.96;0.67;0;185
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;1;2;3;13.29;11;11.08;1.33;31;2.38;0.25;0;173
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;2;1;1;14.79;12;11.25;1.34;31;2.86;0.35;0;186
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;2;1;2;13.44;9;10.74;1.68;20;2.58;0.57;0;123
Os01;Os;PaDCKONO;Asia;Cultivated;Cali-Colombia;2;1;3;12.98;13;10.32;1.08;27;2.27;0.6;0;177
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;1;1;13.13;10;12.43;1.46;43;2.49;0.2;0;245
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;1;2;14.43;8;15.68;2.06;36;3.1;0.22;0;209
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;1;3;12.37;9;11.56;1.55;32;2.92;0.24;0;193
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;2;1;14.28;7;14.36;2.38;24;3.63;0.24;0;155
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;2;2;15.03;7;16.95;2.5;32;4.48;0.38;0;191
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;2;3;12.98;7;13.53;2.17;22;3.07;0.41;1;138
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;3;1;13.37;7;20.82;2.23;37;3.33;0.22;2;200
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;3;2;12.66;7;13.55;2.11;29;3.15;0.32;3;186
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;1;3;3;12.52;6;16.29;2.51;28;3.52;0.37;5;180
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;1;1;14.29;11;14.01;1.43;58;2.57;0.15;1;305
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;1;2;13.98;10;11.89;1.55;35;2.99;0.27;1;221
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;1;3;13.08;11;12.19;1.31;40;2.62;0.4;0;231
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;2;1;7.56;8;12.75;1.08;29;2.46;0.67;0;150
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;2;2;13.19;11;14.46;1.32;52;2.88;0.26;0;287
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;2;3;8.61;8;13.95;1.23;37;3.51;0.34;1;224
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;3;1;9.4;11;11.17;0.94;37;2.18;0.61;0;218
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;3;2;13.17;9;13.23;1.65;45;2.78;0.24;1;259
Os02;Os;Dckono;Asia;Cultivated;Cali-Colombia;2;3;3;9.36;7;17.39;1.56;41;3.25;0.19;0;234
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;1;2;14.42;11;12.3;1.44;41;3.04;0.72;0;248
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;1;3;14.78;11;12.59;1.48;38;2.88;0.77;0;229
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;2;1;13.07;11;10.27;1.3;24;2.42;1.39;0;160
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;2;2;12.46;11;11.51;1.25;33;2.68;0.87;1;211
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;2;3;13.34;10;9.66;1.48;21;2.27;1.3;0;141
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;3;1;14.45;9;11.45;1.81;23;2.7;0.86;0;150
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;3;2;13.04;9;10.77;1.63;25;2.71;0.93;0;156
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;1;3;3;15.97;9;11.42;2;32;2.61;0.6;0;177
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;2;1;1;13.25;12;10.39;1.2;42;2.09;0.69;0;254
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;2;1;2;13.57;11;10.95;1.36;47;2.28;0.45;2;266
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;2;1;3;12.8;12;8.8;1.16;34;1.9;0.68;0;188
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;2;2;1;13.82;13;8.75;1.15;38;1.91;0.7;0;207
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;2;2;2;12.04;11;8.99;1.2;30;2.08;0.79;0;185
Os03;Os;RAM63;Asia;Cultivated;Cali-Colombia;2;2;3;12.07;11;9.13;1.21;29;2.18;0.93;0;174
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;1;1;16.38;11;10.97;1.64;51;2.24;0.17;1;297
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;1;2;12.85;10;10.32;1.43;36;2.03;0.4;0;193
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;1;3;11.59;9;11.16;1.45;37;2.47;0.37;0;221
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;2;1;14.02;9;10.86;1.75;44;2.6;0.13;0;245
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;2;2;12.12;9;11.94;1.52;43;2.56;0.33;0;246
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;2;3;12.74;8;11.97;1.82;41;2.63;0.12;2;237
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;3;1;12.38;9;11.25;1.55;38;2.45;0.3;1;232
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;3;2;13.2;8;11.88;1.88;40;2.35;0.12;5;237
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;1;3;3;12.92;10;10.09;1.44;40;2.21;0.3;1;237
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;1;1;13.65;12;10.7;1.24;51;2.39;0.34;0;305
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;1;2;13.54;9;11.28;1.69;39;2.69;0.2;0;234
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;1;3;12.52;9;11.32;1.57;41;2.36;0.22;1;237
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;2;1;12.7;12;9.02;1.15;40;1.88;0.46;0;232
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;2;2;11.64;10;10.1;1.29;42;2.05;0.38;0;235
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;2;3;12.3;10;9.98;1.36;37;2.22;0.27;0;222
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;3;1;12.76;13;8.83;1.06;39;2.06;0.44;0;238
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;3;2;9.79;10;9.33;1.09;33;1.91;0.71;0;193
Os04;Os;YG351;Asia;Cultivated;Cali-Colombia;2;3;3;14.18;10;10.08;1.58;42;2.37;0.17;0;234
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;1;1;10.99;10;12.09;1.22;52;2.08;0.26;5;307
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;1;2;11.42;10;10.5;1.27;46;2.12;0.25;1;266
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;1;3;10.95;11;12.28;1.09;55;2.16;0.21;1;344
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;2;1;12.4;9;11.94;1.55;50;1.98;0.16;5;290
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;2;2;10.54;9;12.34;1.32;49;1.94;0.19;4;265
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;2;3;10.52;7;9.88;1.75;40;1.89;0.13;5;290
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;3;1;10.42;8;9.77;1.49;39;1.96;0.18;5;220
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;3;2;10.64;9;10.59;1.33;41;1.73;0.3;4;226
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;1;3;3;11.97;9;9.94;1.49;41;2.16;0.21;2;230
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;2;1;1;13.5;11;11.55;1.35;60;1.9;0.22;3;314
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;2;1;2;13.58;9;11.19;1.7;49;1.9;0.2;2;250
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;2;1;3;11.27;8;10.84;1.61;37;1.99;0.29;4;221
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;2;2;1;15.03;11;10.16;1.5;49;1.82;0.33;3;299
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;2;2;2;10.68;9;11.38;1.33;49;1.93;0.26;3;270
Os05;Os;MESSEMESSE;Asia;Cultivated;Cali-Colombia;2;2;3;10.74;9;11.07;1.34;47;2;0.22;3;267
Os06;Os;YS309-2;Asia;Cultivated;Cali-Colombia;1;1;1;12.97;8;10.51;1.85;23;2.54;0.25;0;132
Os06;Os;YS309-2;Asia;Cultivated;Cali-Colombia;1;1;2;7.56;6;11.16;1.51;21;2.99;0.16;0;117
Os06;Os;YS309-2;Asia;Cultivated;Cali-Colombia;1;1;3;9.11;6;11.29;1.82;21;2.54;0.14;0;121
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;1;1;12.16;10;8.74;1.35;33;2.18;0.46;0;142
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;1;2;13.09;11;8.78;1.31;38;2.47;0.33;0;163
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;1;3;14.24;11;9.12;1.42;42;2.48;0.27;0;189
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;2;1;13.01;13;9.11;1.09;42;2.19;0.43;0;152
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;2;2;12.01;11;8.34;1.2;34;2.31;0.42;0;147
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;2;3;11.71;10;8.05;1.3;21;1.95;0.99;0;100
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;3;1;11.47;9;9.5;1.43;31;2.48;0.33;0;141
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;3;2;13.17;11;7.73;1.32;30;2.25;0.43;0;132
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;1;3;3;12.49;10;8.62;1.39;26;2.15;0.66;1;124
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;1;1;10.43;9;8.75;1.3;30;2.14;0.44;1;139
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;1;2;11.48;9;9.52;1.44;33;2.39;0.28;3;173
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;1;3;10.29;9;7.49;1.29;25;1.96;0.46;0;103
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;2;1;10.16;9;8.86;1.27;29;2.17;0.4;0;138
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;2;2;10.89;9;9.25;1.36;29;2.09;0.33;0;130
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;2;3;10.92;9;8.28;1.37;21;1.98;0.69;0;98
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;3;1;12.92;11;8.42;1.29;31;2.28;0.49;0;155
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;3;2;13.56;11;8.99;1.36;37;2.17;0.35;0;158
Os07;Os;IR64;Asia;Cultivated;Cali-Colombia;2;3;3;11.57;10;9.75;1.29;32;2.39;0.53;0;147
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;1;1;24.58;21;9.59;1.23;81;1.85;0.25;0;391
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;1;2;20.7;17;9.58;1.29;58;2.06;0.23;0;281
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;1;3;22.34;17;9.85;1.4;53;1.86;0.3;0;287
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;2;1;19.74;18;9.1;1.16;57;1.81;0.38;0;275
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;2;3;18.82;19;9.53;1.05;72;2.03;0.15;1;305
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;3;1;18.24;16;8.85;1.22;44;1.75;0.6;1;217
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;3;2;18.42;18;8.8;1.08;49;1.79;0.45;0;251
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;1;3;3;20.75;18;9.58;1.22;62;2;0.32;0;328
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;1;1;19.99;20;8.15;1.05;38;1.81;0.71;0;241
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;1;2;20.02;19;7.29;1.11;44;1.62;0.56;0;249
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;1;3;17.57;23;6.61;0.8;36;1.75;0.84;0;235
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;2;1;17.62;17;7.27;1.1;23;1.72;0.67;0;161
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;2;2;19.64;22;7.14;0.93;30;1.71;0.74;0;244
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;2;3;15.21;18;6.64;0.9;26;1.57;0.52;0;186
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;3;1;16.72;19;8.32;0.93;46;1.82;0.64;0;250
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;3;2;14.22;16;6.81;0.95;21;1.66;0.92;0;161
Os08;Os;Azucena;Asia;Cultivated;Cali-Colombia;2;3;3;17.04;17;7.17;1.07;27;1.69;0.73;0;168
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;1;1;9.86;6;7.2;1.97;14;1.8;0.39;0;78
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;1;2;9.45;6;7.59;1.89;18;1.82;0.27;0;91
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;1;3;11.23;7;6.54;1.87;16;1.64;0.24;0;81
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;2;1;10.45;7;7.66;1.74;19;1.94;0.36;0;102
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;2;2;8.53;6;8.98;1.7;18;2.33;0.36;0;108
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;2;3;10.92;7;7.53;1.82;14;1.95;0.44;0;85
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;3;1;8.42;6;8.09;1.68;20;2.05;0.27;0;97
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;3;2;9.95;6;8.44;1.99;23;2.09;0.21;0;112
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;1;3;3;8.56;6;6.7;1.71;11;1.88;0.66;0;62
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;1;1;9.2;8;6.78;1.31;26;1.51;0.19;0;97
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;1;2;9.86;7;6.01;1.64;16;1.41;0.25;0;87
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;1;3;9.65;7;5.66;1.61;12;1.43;0.45;0;75
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;2;1;8.91;6;7.25;1.78;20;1.54;0.24;0;97
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;2;2;10.32;9;4.61;1.29;16;1.19;0.27;1;86
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;2;3;8.78;6;6.68;1.76;13;1.59;0.19;0;92
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;3;1;9.52;7;6.61;1.59;18;1.53;0.32;0;101
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;3;2;8.81;6;7.27;1.76;23;1.64;0.21;0;105
Os09;Os;Nipponbare;Asia;Cultivated;Cali-Colombia;2;3;3;10.79;7;6.79;1.8;19;1.52;0.21;0;94
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;1;1;14.48;9;10.37;1.81;39;2.5;0.22;1;188
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;1;2;14.98;10;9.04;1.66;29;2.31;0.38;1;163
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;1;3;12.3;8;11.37;1.76;40;2.05;0.23;6;171
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;2;1;13.28;10;9.01;1.48;32;2;0.29;5;187
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;2;2;13.06;8;11.09;1.87;31;2.47;0.21;1;161
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;2;3;12.45;8;12.22;1.78;33;2.54;0.21;1;172
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;3;1;15.67;9;11.99;1.96;41;2.25;0.18;5;223
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;3;2;13.63;10;9.86;1.51;34;2.29;0.3;2;204
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;1;3;3;13.78;9;9.93;1.73;34;2.04;0.27;6;173
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;1;1;15.72;9;10.38;1.96;38;2.11;0.15;4;209
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;1;2;15.92;10;9.04;1.77;35;2.19;0.23;0;169
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;1;3;16.32;9;9.45;2.04;35;2.09;0.25;3;192
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;2;1;16.46;11;8.38;1.65;30;1.97;0.38;0;156
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;2;2;16.42;10;9.35;1.82;38;1.96;0.17;3;201
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;2;3;15.8;9;9.47;1.98;34;2.15;0.19;1;182
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;3;1;13.29;10;8.5;1.48;33;2;0.29;0;160
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;3;2;16.27;10;8.11;1.81;29;2;0.35;1;165
Os10;Os;Gigante;Asia;Cultivated;Cali-Colombia;2;3;3;14.13;9;8.23;1.77;32;1.96;0.32;0;157
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;1;1;12.84;11;10.61;1.28;47;2.02;0.31;0;214
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;1;2;14.82;12;9.2;1.35;41;2.05;0.45;0;196
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;1;3;12.25;11;8.75;1.23;31;1.85;0.76;0;139
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;2;1;13.67;12;8.45;1.24;34;1.9;0.71;0;156
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;2;2;13.08;11;8.75;1.31;37;1.81;0.55;0;163
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;2;3;13.7;12;9.23;1.25;40;1.9;0.56;0;187
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;3;1;10.86;10;8.56;1.21;34;1.78;0.62;0;139
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;3;2;11.55;10;8.94;1.28;34;1.89;0.63;0;139
Os11;Os;CO18;Asia;Cultivated;Cali-Colombia;2;3;3;11.69;11;9.38;1.17;44;1.84;0.45;0;177
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;1;1;16.93;12;13.52;1.54;54;2.72;0.45;0;275
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;1;2;17.74;12;12.06;1.61;42;2.32;0.53;0;217
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;1;3;19.1;12;14.68;1.74;51;2.75;0.52;1;314
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;2;1;16.07;12;11.29;1.46;30;2.26;1.6;0;159
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;2;2;18.53;13;11.89;1.54;43;2.3;0.94;0;216
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;2;3;16.77;12;12.07;1.52;42;2.33;0.69;0;218
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;3;1;21.99;13;13.86;1.83;51;2.4;0.5;0;268
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;3;2;13.28;11;12.21;1.33;37;2.37;0.92;0;187
Os12;Os;ARC;Asia;Cultivated;Cali-Colombia;2;3;3;18.52;12;11.32;1.68;29;2.24;1.25;0;173
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;1;1;17.7;14;7.04;1.36;22;1.52;0.65;0;143
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;1;2;14.73;12;5.42;1.34;12;1.53;0.6;0;87
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;1;3;11.81;13;6.41;0.99;13;1.17;0.8;0;98
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;2;1;10.71;10;6.27;1.19;14;1.35;0.71;0;76
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;2;2;12.67;11;6.71;1.27;20;1.39;0.52;0;99
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;2;3;12.31;11;5.46;1.23;12;1.15;0.43;0;74
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;3;1;14.95;14;7.34;1.15;26;1.53;0.44;0;156
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;3;2;11.12;11;6.83;1.11;14;1.5;0.71;0;93
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;1;3;3;14.45;14;7.13;1.11;26;1.48;0.42;0;131
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;1;1;16.26;13;7.35;1.35;25;1.5;0.78;0;123
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;1;2;15.23;16;6.36;1.02;23;1.45;0.62;0;133
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;1;3;14.65;13;7.36;1.22;19;1.46;0.66;0;109
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;2;1;13;15;5.37;0.93;6;1.21;1.51;0;88
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;2;2;16.11;15;6.25;1.15;14;1.2;1.33;0;101
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;2;3;18.13;16;7.27;1.21;21;1.2;0.85;0;120
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;3;1;13.33;13;7.43;1.11;19;1.62;0.84;0;116
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;3;2;10.8;11;7.25;1.08;14;1.51;0.98;0;104
Os13;Os;Malagkit;Asia;Cultivated;Cali-Colombia;2;3;3;13.55;16;5.54;0.9;17;1.22;0.72;0;95
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;1;1;12.16;9;10.65;1.52;39;2.58;0.2;3;210
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;1;2;13.86;12;11.03;1.26;53;2.27;0.22;1;272
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;1;3;16.74;14;10.43;1.29;52;2.24;0.25;0;277
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;2;1;14.45;10;10.66;1.61;45;2.35;0.18;4;269
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;2;2;11.8;8;13.89;1.69;43;2.15;0.11;1;229
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;2;3;13.24;13;10.17;1.1;47;2.22;0.29;0;216
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;3;1;15.24;12;9.81;1.39;37;2.2;0.3;0;215
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;3;2;17.13;11;10.21;1.71;37;2.29;0.27;0;184
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;1;3;3;9.78;9;9.94;1.22;31;1.94;0.4;0;178
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;1;1;14.22;12;8.58;1.29;41;1.89;0.32;0;204
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;1;2;15.94;12;8.9;1.45;42;2.11;0.22;0;206
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;1;3;14.4;10;9.08;1.6;36;2.02;0.18;1;185
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;2;1;15.69;12;8.69;1.43;39;2.08;0.29;0;218
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;2;2;15.98;10;9.63;1.78;38;2.31;0.2;1;213
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;2;3;12.04;11;7.24;1.21;31;1.66;0.34;0;149
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;3;1;12.1;10;8.85;1.34;33;1.9;0.23;0;176
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;3;2;13.62;11;9.72;1.36;46;2;0.16;0;209
